Disk Folder Name,Disk Relative Path,Size (MB),Reconciliation Status,Match Tier,Canonical Title,Canonical Author,Canonical ASIN,Canonical Series
"7_ Part VII - Ancient Magic, Ancient Mysteries","_Uncataloged\Anne Rice\1985 - The Vampire Lestat (VC2 - read by Frank Muller)\7_ Part VII - Ancient Magic, Ancient Mysteries",246.92,DUPLICATE_EXTRA_COPY,None (Not in Manifest),"7_ Part VII - Ancient Magic, Ancient Mysteries",Unknown,,
4_ Part IV - The Children of Darkness,_Uncataloged\Anne Rice\1985 - The Vampire Lestat (VC2 - read by Frank Muller)\4_ Part IV - The Children of Darkness,113.27,DUPLICATE_EXTRA_COPY,None (Not in Manifest),4_ Part IV - The Children of Darkness,Unknown,,
6_ Part VI - On the Devil's Road From Paris to Cairo,_Uncataloged\Anne Rice\1985 - The Vampire Lestat (VC2 - read by Frank Muller)\6_ Part VI - On the Devil's Road From Paris to Cairo,73.47,DUPLICATE_EXTRA_COPY,None (Not in Manifest),6_ Part VI - On the Devil's Road From Paris to Cairo,Unknown,,
3_ Part III - Viaticum for the Marquise,_Uncataloged\Anne Rice\1985 - The Vampire Lestat (VC2 - read by Frank Muller)\3_ Part III - Viaticum for the Marquise,99.45,DUPLICATE_EXTRA_COPY,None (Not in Manifest),3_ Part III - Viaticum for the Marquise,Unknown,,
1_ Part I - Lelio Rising,_Uncataloged\Anne Rice\1985 - The Vampire Lestat (VC2 - read by Frank Muller)\1_ Part I - Lelio Rising,98.85,DUPLICATE_EXTRA_COPY,None (Not in Manifest),1_ Part I - Lelio Rising,Unknown,,
1986 - Belinda (read by Ray Bouche),_Uncataloged\Anne Rice\1986 - Belinda (read by Ray Bouche),704.64,DUPLICATE_EXTRA_COPY,None (Not in Manifest),1986 - Belinda (read by Ray Bouche),Unknown,,
3_ Part III - The Champagne Flight,_Uncataloged\Anne Rice\1986 - Belinda (read by Ray Bouche)\3_ Part III - The Champagne Flight,127.96,DUPLICATE_EXTRA_COPY,None (Not in Manifest),3_ Part III - The Champagne Flight,Unknown,,
2_ Part II - And Introducing Belinda,_Uncataloged\Anne Rice\1986 - Belinda (read by Ray Bouche)\2_ Part II - And Introducing Belinda,189.87,DUPLICATE_EXTRA_COPY,None (Not in Manifest),2_ Part II - And Introducing Belinda,Unknown,,
1_ Part I - The World of Jeremy Walker,_Uncataloged\Anne Rice\1986 - Belinda (read by Ray Bouche)\1_ Part I - The World of Jeremy Walker,361.35,DUPLICATE_EXTRA_COPY,None (Not in Manifest),1_ Part I - The World of Jeremy Walker,Unknown,,
2_ Part II - The Mayfair Witches,_Uncataloged\Anne Rice\1990 - The Witching Hour (MW1 - read by Laura Giannarelli)\2_ Part II - The Mayfair Witches,1054.31,DUPLICATE_EXTRA_COPY,None (Not in Manifest),2_ Part II - The Mayfair Witches,Unknown,,
3_ Part III - Come Into My Parlor,_Uncataloged\Anne Rice\1990 - The Witching Hour (MW1 - read by Laura Giannarelli)\3_ Part III - Come Into My Parlor,156.37,DUPLICATE_EXTRA_COPY,None (Not in Manifest),3_ Part III - Come Into My Parlor,Unknown,,
4_ Part IV - The Devil's Bride,_Uncataloged\Anne Rice\1990 - The Witching Hour (MW1 - read by Laura Giannarelli)\4_ Part IV - The Devil's Bride,252.88,DUPLICATE_EXTRA_COPY,None (Not in Manifest),4_ Part IV - The Devil's Bride,Unknown,,
5_ Epilogue,_Uncataloged\Anne Rice\1990 - The Witching Hour (MW1 - read by Laura Giannarelli)\5_ Epilogue,29.98,DUPLICATE_EXTRA_COPY,None (Not in Manifest),5_ Epilogue,Unknown,,
1_ Part I - Come Together,_Uncataloged\Anne Rice\1990 - The Witching Hour (MW1 - read by Laura Giannarelli)\1_ Part I - Come Together,533.2,DUPLICATE_EXTRA_COPY,None (Not in Manifest),1_ Part I - Come Together,Unknown,,
1989 - The Mummy or Ramses the Damned (read by Bob Askey),_Uncataloged\Anne Rice\1989 - The Mummy or Ramses the Damned (read by Bob Askey),667.04,DUPLICATE_EXTRA_COPY,None (Not in Manifest),1989 - The Mummy or Ramses the Damned (read by Bob Askey),Unknown,,
1985 - Beauty's Release (B3 - read by George Holmes),_Uncataloged\Anne Rice\1985 - Beauty's Release (B3 - read by George Holmes),348.56,DUPLICATE_EXTRA_COPY,None (Not in Manifest),1985 - Beauty's Release (B3 - read by George Holmes),Unknown,,
1984 - Beauty's Punishment (B2 - read by George Holmes),_Uncataloged\Anne Rice\1984 - Beauty's Punishment (B2 - read by George Holmes),305.19,DUPLICATE_EXTRA_COPY,None (Not in Manifest),1984 - Beauty's Punishment (B2 - read by George Holmes),Unknown,,
1985 - Exit to Eden (read by Jill Fox),_Uncataloged\Anne Rice\1985 - Exit to Eden (read by Jill Fox),501.01,DUPLICATE_EXTRA_COPY,None (Not in Manifest),1985 - Exit to Eden (read by Jill Fox),Unknown,,
1983 - The Claiming of Sleeping Beauty (B1 - read by George Holmes),_Uncataloged\Anne Rice\1983 - The Claiming of Sleeping Beauty (B1 - read by George Holmes),342.66,DUPLICATE_EXTRA_COPY,None (Not in Manifest),1983 - The Claiming of Sleeping Beauty (B1 - read by George Holmes),Unknown,,
1982 - Cry to Heaven (read by Ray Hagen),_Uncataloged\Anne Rice\1982 - Cry to Heaven (read by Ray Hagen),822.84,DUPLICATE_EXTRA_COPY,None (Not in Manifest),1982 - Cry to Heaven (read by Ray Hagen),Unknown,,
7_ Part VII,_Uncataloged\Anne Rice\1982 - Cry to Heaven (read by Ray Hagen)\7_ Part VII,66.61,DUPLICATE_EXTRA_COPY,None (Not in Manifest),7_ Part VII,Unknown,,
6_ Part VI,_Uncataloged\Anne Rice\1982 - Cry to Heaven (read by Ray Hagen)\6_ Part VI,75.66,DUPLICATE_EXTRA_COPY,None (Not in Manifest),6_ Part VI,Unknown,,
5_ Part V,_Uncataloged\Anne Rice\1982 - Cry to Heaven (read by Ray Hagen)\5_ Part V,167.78,DUPLICATE_EXTRA_COPY,None (Not in Manifest),5_ Part V,Unknown,,
4_ Part IV,_Uncataloged\Anne Rice\1982 - Cry to Heaven (read by Ray Hagen)\4_ Part IV,222.14,DUPLICATE_EXTRA_COPY,None (Not in Manifest),4_ Part IV,Unknown,,
1_ Part I,_Uncataloged\Anne Rice\1982 - Cry to Heaven (read by Ray Hagen)\1_ Part I,138.11,DUPLICATE_EXTRA_COPY,None (Not in Manifest),1_ Part I,Unknown,,
3_ Part III,_Uncataloged\Anne Rice\1982 - Cry to Heaven (read by Ray Hagen)\3_ Part III,72.65,DUPLICATE_EXTRA_COPY,None (Not in Manifest),3_ Part III,Unknown,,
2_ Part II,_Uncataloged\Anne Rice\1982 - Cry to Heaven (read by Ray Hagen)\2_ Part II,77.9,DUPLICATE_EXTRA_COPY,None (Not in Manifest),2_ Part II,Unknown,,
1982 - The Master of Rampling Gate (read by Gigi Marceau),_Uncataloged\Anne Rice\-Short fiction\1982 - The Master of Rampling Gate (read by Gigi Marceau),29.82,DUPLICATE_EXTRA_COPY,None (Not in Manifest),1982 - The Master of Rampling Gate (read by Gigi Marceau),Unknown,,
Book 1 - Foundation_fbbb63aa,_Uncataloged\Book 1 - Foundation_fbbb63aa,169.95,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Book 1 - Foundation,Unknown,,
92-Refugee[The New Jedi Order Book 16]_6204faa8,_Uncataloged\92-Refugee[The New Jedi Order Book 16]_6204faa8,75.54,DUPLICATE_EXTRA_COPY,None (Not in Manifest),92-Refugee[The New Jedi Order Book 16],Unknown,,
80-Hero's Trial[The New Jedi Order Book 4],_Uncataloged\80-Hero's Trial[The New Jedi Order Book 4],76.76,TRUE_STANDALONE_EXTRA,None (Not in Manifest),80-Hero's Trial[The New Jedi Order Book 4],Unknown,,
74-Specter Of The Past[The Thrawn Duologuy Book 1]_7d717e0d,_Uncataloged\74-Specter Of The Past[The Thrawn Duologuy Book 1]_7d717e0d,57.4,DUPLICATE_EXTRA_COPY,None (Not in Manifest),74-Specter Of The Past[The Thrawn Duologuy Book 1],Unknown,,
78-Onslaught[The New Jedi Order Book 2]_58821ea3,_Uncataloged\78-Onslaught[The New Jedi Order Book 2]_58821ea3,61.61,DUPLICATE_EXTRA_COPY,None (Not in Manifest),78-Onslaught[The New Jedi Order Book 2],Unknown,,
71-Ambush At Corellia[The Corellian Trilogy Book 1]_09ec750f,_Uncataloged\71-Ambush At Corellia[The Corellian Trilogy Book 1]_09ec750f,53.84,DUPLICATE_EXTRA_COPY,None (Not in Manifest),71-Ambush At Corellia[The Corellian Trilogy Book 1],Unknown,,
65-Starfighters Of Adumar[X-Wing Book 9]_27b37360,_Uncataloged\65-Starfighters Of Adumar[X-Wing Book 9]_27b37360,52.85,DUPLICATE_EXTRA_COPY,None (Not in Manifest),65-Starfighters Of Adumar[X-Wing Book 9],Unknown,,
62-Children Of The Jedi[Callista Trilogy Book 1]_e7c2b83f,_Uncataloged\62-Children Of The Jedi[Callista Trilogy Book 1]_e7c2b83f,58.59,DUPLICATE_EXTRA_COPY,None (Not in Manifest),62-Children Of The Jedi[Callista Trilogy Book 1],Unknown,,
58-Jedi Search[The Jedi Academy Trilogy Book 1]_57a4d545,_Uncataloged\58-Jedi Search[The Jedi Academy Trilogy Book 1]_57a4d545,53.71,DUPLICATE_EXTRA_COPY,None (Not in Manifest),58-Jedi Search[The Jedi Academy Trilogy Book 1],Unknown,,
26-Soldier For The Empire[Dark Forces Trilogy Book 1]_7153c1dc,_Uncataloged\26-Soldier For The Empire[Dark Forces Trilogy Book 1]_7153c1dc,98.02,DUPLICATE_EXTRA_COPY,None (Not in Manifest),26-Soldier For The Empire[Dark Forces Trilogy Book 1],Unknown,,
23-Paradise Snare[Han Solo Trilogy Book 1]_55687ffb,_Uncataloged\23-Paradise Snare[Han Solo Trilogy Book 1]_55687ffb,176.27,DUPLICATE_EXTRA_COPY,None (Not in Manifest),23-Paradise Snare[Han Solo Trilogy Book 1],Unknown,,
35-Rebel Agent[Dark Forces Trilogy Book 2]_c0ea5a49,_Uncataloged\35-Rebel Agent[Dark Forces Trilogy Book 2]_c0ea5a49,111.87,DUPLICATE_EXTRA_COPY,None (Not in Manifest),35-Rebel Agent[Dark Forces Trilogy Book 2],Unknown,,
58-Jedi Search[The Jedi Academy Trilogy Book 1]_b35bb63a,_Uncataloged\58-Jedi Search[The Jedi Academy Trilogy Book 1]_b35bb63a,54.09,DUPLICATE_EXTRA_COPY,None (Not in Manifest),58-Jedi Search[The Jedi Academy Trilogy Book 1],Unknown,,
65-Starfighters Of Adumar[X-Wing Book 9]_40df5363,_Uncataloged\65-Starfighters Of Adumar[X-Wing Book 9]_40df5363,52.85,DUPLICATE_EXTRA_COPY,None (Not in Manifest),65-Starfighters Of Adumar[X-Wing Book 9],Unknown,,
62-Children Of The Jedi[Callista Trilogy Book 1]_8f791338,_Uncataloged\62-Children Of The Jedi[Callista Trilogy Book 1]_8f791338,59.11,DUPLICATE_EXTRA_COPY,None (Not in Manifest),62-Children Of The Jedi[Callista Trilogy Book 1],Unknown,,
71-Ambush At Corellia[The Corellian Trilogy Book 1]_baa3df4c,_Uncataloged\71-Ambush At Corellia[The Corellian Trilogy Book 1]_baa3df4c,53.84,DUPLICATE_EXTRA_COPY,None (Not in Manifest),71-Ambush At Corellia[The Corellian Trilogy Book 1],Unknown,,
74-Specter Of The Past[The Thrawn Duologuy Book 1]_dba9c207,_Uncataloged\74-Specter Of The Past[The Thrawn Duologuy Book 1]_dba9c207,57.4,DUPLICATE_EXTRA_COPY,None (Not in Manifest),74-Specter Of The Past[The Thrawn Duologuy Book 1],Unknown,,
80-Hero's Trial[The New Jedi Order Book 4]_023d4242,_Uncataloged\80-Hero's Trial[The New Jedi Order Book 4]_023d4242,76.76,DUPLICATE_EXTRA_COPY,None (Not in Manifest),80-Hero's Trial[The New Jedi Order Book 4],Unknown,,
78-Onslaught[The New Jedi Order Book 2]_d68da935,_Uncataloged\78-Onslaught[The New Jedi Order Book 2]_d68da935,61.61,DUPLICATE_EXTRA_COPY,None (Not in Manifest),78-Onslaught[The New Jedi Order Book 2],Unknown,,
92-Refugee[The New Jedi Order Book 16]_401d4f02,_Uncataloged\92-Refugee[The New Jedi Order Book 16]_401d4f02,75.54,DUPLICATE_EXTRA_COPY,None (Not in Manifest),92-Refugee[The New Jedi Order Book 16],Unknown,,
101-Tempest[Legacy Of The Force Book 3]_69b0b30a,_Uncataloged\101-Tempest[Legacy Of The Force Book 3]_69b0b30a,346.23,DUPLICATE_EXTRA_COPY,None (Not in Manifest),101-Tempest[Legacy Of The Force Book 3],Unknown,,
26-Soldier For The Empire[Dark Forces Trilogy Book 1]_f6da5b7c,_Uncataloged\26-Soldier For The Empire[Dark Forces Trilogy Book 1]_f6da5b7c,98.5,DUPLICATE_EXTRA_COPY,None (Not in Manifest),26-Soldier For The Empire[Dark Forces Trilogy Book 1],Unknown,,
23-Paradise Snare[Han Solo Trilogy Book 1]_1c12ea3d,_Uncataloged\23-Paradise Snare[Han Solo Trilogy Book 1]_1c12ea3d,176.61,DUPLICATE_EXTRA_COPY,None (Not in Manifest),23-Paradise Snare[Han Solo Trilogy Book 1],Unknown,,
35-Rebel Agent[Dark Forces Trilogy Book 2]_06930224,_Uncataloged\35-Rebel Agent[Dark Forces Trilogy Book 2]_06930224,112.35,DUPLICATE_EXTRA_COPY,None (Not in Manifest),35-Rebel Agent[Dark Forces Trilogy Book 2],Unknown,,
101-Tempest[Legacy Of The Force Book 3]_0a5f5f80,_Uncataloged\101-Tempest[Legacy Of The Force Book 3]_0a5f5f80,346.24,DUPLICATE_EXTRA_COPY,None (Not in Manifest),101-Tempest[Legacy Of The Force Book 3],Unknown,,
Book 1 - Foundation_95c62517,_Uncataloged\Book 1 - Foundation_95c62517,169.95,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Book 1 - Foundation,Unknown,,
Book 1 - Foundation_faa82743,_Uncataloged\Book 1 - Foundation_faa82743,169.95,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Book 1 - Foundation,Unknown,,
CD 07,_Uncataloged\Isaac Asimov - Foundation 01 - Foundation (new version - Scott Brick)_27b5754f\CD 07,31.39,DUPLICATE_EXTRA_COPY,None (Not in Manifest),CD 07,Unknown,,
CD 05,_Uncataloged\Isaac Asimov - Foundation 01 - Foundation (new version - Scott Brick)_27b5754f\CD 05,34.83,DUPLICATE_EXTRA_COPY,None (Not in Manifest),CD 05,Unknown,,
CD 06,_Uncataloged\Isaac Asimov - Foundation 01 - Foundation (new version - Scott Brick)_27b5754f\CD 06,34.67,DUPLICATE_EXTRA_COPY,None (Not in Manifest),CD 06,Unknown,,
CD 04,_Uncataloged\Isaac Asimov - Foundation 01 - Foundation (new version - Scott Brick)_27b5754f\CD 04,32.43,DUPLICATE_EXTRA_COPY,None (Not in Manifest),CD 04,Unknown,,
CD 01,_Uncataloged\Isaac Asimov - Foundation 01 - Foundation (new version - Scott Brick)_27b5754f\CD 01,34.49,DUPLICATE_EXTRA_COPY,None (Not in Manifest),CD 01,Unknown,,
CD 03,_Uncataloged\Isaac Asimov - Foundation 01 - Foundation (new version - Scott Brick)_27b5754f\CD 03,34.7,DUPLICATE_EXTRA_COPY,None (Not in Manifest),CD 03,Unknown,,
CD 02,_Uncataloged\Isaac Asimov - Foundation 01 - Foundation (new version - Scott Brick)_27b5754f\CD 02,34.18,DUPLICATE_EXTRA_COPY,None (Not in Manifest),CD 02,Unknown,,
Book 1 - Foundation_ad9d8d86,_Uncataloged\Book 1 - Foundation_ad9d8d86,169.95,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Book 1 - Foundation,Unknown,,
CD 04,_Uncataloged\Isaac Asimov - Foundation 01 - Foundation (new version - Scott Brick)\CD 04,32.43,DUPLICATE_EXTRA_COPY,None (Not in Manifest),CD 04,Unknown,,
CD 05,_Uncataloged\Isaac Asimov - Foundation 01 - Foundation (new version - Scott Brick)\CD 05,34.83,DUPLICATE_EXTRA_COPY,None (Not in Manifest),CD 05,Unknown,,
CD 03,_Uncataloged\Isaac Asimov - Foundation 01 - Foundation (new version - Scott Brick)\CD 03,34.7,DUPLICATE_EXTRA_COPY,None (Not in Manifest),CD 03,Unknown,,
CD 06,_Uncataloged\Isaac Asimov - Foundation 01 - Foundation (new version - Scott Brick)\CD 06,34.67,DUPLICATE_EXTRA_COPY,None (Not in Manifest),CD 06,Unknown,,
CD 07,_Uncataloged\Isaac Asimov - Foundation 01 - Foundation (new version - Scott Brick)\CD 07,31.39,DUPLICATE_EXTRA_COPY,None (Not in Manifest),CD 07,Unknown,,
CD 02,_Uncataloged\Isaac Asimov - Foundation 01 - Foundation (new version - Scott Brick)\CD 02,34.18,DUPLICATE_EXTRA_COPY,None (Not in Manifest),CD 02,Unknown,,
CD 01,_Uncataloged\Isaac Asimov - Foundation 01 - Foundation (new version - Scott Brick)\CD 01,34.49,DUPLICATE_EXTRA_COPY,None (Not in Manifest),CD 01,Unknown,,
Book 1 - Foundation_7afa8edd,_Uncataloged\Book 1 - Foundation_7afa8edd,169.95,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Book 1 - Foundation,Unknown,,
CD 06,_Uncataloged\Asimov - Foundation - Book 03 - Second Foundation (new version - Scott Brick)_16525434\CD 06,26.35,DUPLICATE_EXTRA_COPY,None (Not in Manifest),CD 06,Unknown,,
CD 07,_Uncataloged\Asimov - Foundation - Book 03 - Second Foundation (new version - Scott Brick)_16525434\CD 07,33.3,DUPLICATE_EXTRA_COPY,None (Not in Manifest),CD 07,Unknown,,
CD 05,_Uncataloged\Asimov - Foundation - Book 03 - Second Foundation (new version - Scott Brick)_16525434\CD 05,24.51,DUPLICATE_EXTRA_COPY,None (Not in Manifest),CD 05,Unknown,,
CD 08,_Uncataloged\Asimov - Foundation - Book 03 - Second Foundation (new version - Scott Brick)_16525434\CD 08,36.07,DUPLICATE_EXTRA_COPY,None (Not in Manifest),CD 08,Unknown,,
CD 02,_Uncataloged\Asimov - Foundation - Book 03 - Second Foundation (new version - Scott Brick)_16525434\CD 02,33.89,DUPLICATE_EXTRA_COPY,None (Not in Manifest),CD 02,Unknown,,
CD 04,_Uncataloged\Asimov - Foundation - Book 03 - Second Foundation (new version - Scott Brick)_16525434\CD 04,31.94,DUPLICATE_EXTRA_COPY,None (Not in Manifest),CD 04,Unknown,,
CD 03,_Uncataloged\Asimov - Foundation - Book 03 - Second Foundation (new version - Scott Brick)_16525434\CD 03,29.16,DUPLICATE_EXTRA_COPY,None (Not in Manifest),CD 03,Unknown,,
CD 01,_Uncataloged\Asimov - Foundation - Book 03 - Second Foundation (new version - Scott Brick)_16525434\CD 01,32.06,DUPLICATE_EXTRA_COPY,None (Not in Manifest),CD 01,Unknown,,
Quandary phase_e2cba846,_Uncataloged\Quandary phase_e2cba846,50.74,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Quandary phase,Unknown,,
Secondary phase_1a491b56,_Uncataloged\Secondary phase_1a491b56,81.1,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Secondary phase,Unknown,,
Primary phase_b7fff197,_Uncataloged\Primary phase_b7fff197,80.35,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Primary phase,Unknown,,
Salem's Lot (Disc 12),_Uncataloged\Stephen King - Salems Lot\Salem's Lot (Disc 12),30.33,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Salem's Lot (Disc 12),Unknown,,
Salem's Lot (Disc 14),_Uncataloged\Stephen King - Salems Lot\Salem's Lot (Disc 14),27.01,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Salem's Lot (Disc 14),Unknown,,
Salem's Lot (Disc 13),_Uncataloged\Stephen King - Salems Lot\Salem's Lot (Disc 13),29.33,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Salem's Lot (Disc 13),Unknown,,
Salem's Lot (Disc 10),_Uncataloged\Stephen King - Salems Lot\Salem's Lot (Disc 10),27.14,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Salem's Lot (Disc 10),Unknown,,
Salem's Lot (Disc 11),_Uncataloged\Stephen King - Salems Lot\Salem's Lot (Disc 11),30.39,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Salem's Lot (Disc 11),Unknown,,
Salem's Lot (Disc 09),_Uncataloged\Stephen King - Salems Lot\Salem's Lot (Disc 09),27.21,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Salem's Lot (Disc 09),Unknown,,
Salem's Lot (Disc 08),_Uncataloged\Stephen King - Salems Lot\Salem's Lot (Disc 08),30.27,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Salem's Lot (Disc 08),Unknown,,
Salem's Lot (Disc 06),_Uncataloged\Stephen King - Salems Lot\Salem's Lot (Disc 06),30.5,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Salem's Lot (Disc 06),Unknown,,
Salem's Lot (Disc 07),_Uncataloged\Stephen King - Salems Lot\Salem's Lot (Disc 07),27.27,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Salem's Lot (Disc 07),Unknown,,
Salem's Lot (Disc 05),_Uncataloged\Stephen King - Salems Lot\Salem's Lot (Disc 05),30.66,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Salem's Lot (Disc 05),Unknown,,
Salem's Lot (Disc 04),_Uncataloged\Stephen King - Salems Lot\Salem's Lot (Disc 04),29.93,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Salem's Lot (Disc 04),Unknown,,
Salem's Lot (Disc 03),_Uncataloged\Stephen King - Salems Lot\Salem's Lot (Disc 03),28.38,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Salem's Lot (Disc 03),Unknown,,
Salem's Lot (Disc 02),_Uncataloged\Stephen King - Salems Lot\Salem's Lot (Disc 02),28.76,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Salem's Lot (Disc 02),Unknown,,
Salem's Lot (Disc 01),_Uncataloged\Stephen King - Salems Lot\Salem's Lot (Disc 01),28.51,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Salem's Lot (Disc 01),Unknown,,
The Amazing Spiderman CD1,_Uncataloged\Marvel -The Amazing Spiderman (BBC-256k)\The Amazing Spiderman CD1,128.09,DUPLICATE_EXTRA_COPY,None (Not in Manifest),The Amazing Spiderman CD1,Unknown,,
Marvel Planet_Hulk_9d3d9f86,_Uncataloged\Marvel Planet_Hulk_9d3d9f86,318.64,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Marvel Planet_Hulk,Unknown,,
Disk 1_7cfaef04,_Uncataloged\Disk 1_7cfaef04,32.46,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Disk 1,Unknown,,
Disk 3_db265487,_Uncataloged\Disk 3_db265487,31.1,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Disk 3,Unknown,,
Disk 2_40831bf9,_Uncataloged\Disk 2_40831bf9,30.78,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Disk 2,Unknown,,
Disk 5_6ad0432d,_Uncataloged\Disk 5_6ad0432d,31.41,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Disk 5,Unknown,,
Disk 4_4338a461,_Uncataloged\Disk 4_4338a461,31.95,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Disk 4,Unknown,,
12 The Spine of the World (TA)_ff4b421b,_Uncataloged\12 The Spine of the World (TA)_ff4b421b,549.0,DUPLICATE_EXTRA_COPY,None (Not in Manifest),12 The Spine of the World (TA),Unknown,,
14 Sea of Swords_0b933e56,_Uncataloged\14 Sea of Swords_0b933e56,550.49,DUPLICATE_EXTRA_COPY,None (Not in Manifest),14 Sea of Swords,Unknown,,
Book 28 - Amazing Maurice_4eed076e,_Uncataloged\Book 28 - Amazing Maurice_4eed076e,349.72,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Book 28 - Amazing Maurice,Unknown,,
Hunger Games 1_f29c894c,_Uncataloged\Hunger Games 1_f29c894c,153.93,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Hunger Games 1,Unknown,,
CD 07,_Uncataloged\Isaac Asimov - Foundation 01 - Foundation (new version - Scott Brick)_97462a4a\CD 07,31.39,DUPLICATE_EXTRA_COPY,None (Not in Manifest),CD 07,Unknown,,
CD 05,_Uncataloged\Isaac Asimov - Foundation 01 - Foundation (new version - Scott Brick)_97462a4a\CD 05,34.83,DUPLICATE_EXTRA_COPY,None (Not in Manifest),CD 05,Unknown,,
